類目代碼,類目名稱,說明,是否隱藏
6002018008,安徽省安慶市,安徽省安慶市包括：桐城市,否
6002018009,安徽省黃山市,,否
6002018010,安徽省滁州市,安徽省滁州市包括：天長市、明光市,否
6002018011,安徽省阜陽市,安徽省阜陽市包括：界首市,否
6002018012,安徽省宿州市,,否
6002018013,安徽省巢湖市,,否
6002018014,安徽省六安市,,否
6002018015,安徽省亳州市,,否
6002018016,安徽省池州市,,否
6002018017,安徽省宣城市,安徽省宣城市包括：寧國市,否
6002019000,河南省,,否
6002019001,河南省鄭州市,河南省鄭州市包括：鞏義市、滎陽市、新密市、新鄭市、登封市、,否
6002019002,河南省開封市,,否
6002019003,河南省洛陽市,河南省洛陽市包括：偃師市,否
6002019004,河南省平頂山市,河南省平頂山市包括：舞鋼市、汝州市,否
6002019005,河南省安陽市,河南省安陽市包括：林州市,否
6002019006,河南省鶴壁市,,否
6002019007,河南省新鄉市,河南省新鄉市包括：衛輝市、輝縣市,否
6002019008,河南省焦作市,河南省焦作市包括：濟源市、沁陽市、孟州市,否
6002019009,河南省濮陽市,,否
6002019010,河南省許昌市,河南省許昌市包括：禹州市、長葛市,否
6002019011,河南省漯河市,,否
6002019012,河南省三門峽市,河南省三門峽市包括：義馬市、靈寶市,否
6002019013,河南省南陽市,河南省南陽市包括：鄧州市,否
6002019014,河南省商丘市,河南省商丘市包括：永城市,否
6002019015,河南省信陽市,,否
6002019016,河南省周口市,河南省周口市包括：項城市,否
6002019017,河南省駐馬店市,,否
6002019018,河南省濟源市,,否
6002019019,河南省省直轄,,否
6002020000,山西省,,否
6002020001,山西省太原市,山西省太原市包括：古交市,否
6002020002,山西省大同市,,否
6002020003,山西省陽泉市,,否
6002020004,山西省長治市,山西省長治市包括：潞城市,否
6002020005,山西省晉城市,山西省晉城市包括：高平市,否
6002020006,山西省朔州市,,否
6002020007,山西省晉中市,山西省晉中市包括：介休市,否
6002020008,山西省運城市,山西省運城市包括：永濟市、河津市,否
6002020009,山西省忻州市,山西省忻州市包括：原平市,否
6002020010,山西省臨汾市,山西省臨汾市包括：侯馬市、霍州市,否
6002020011,山西省呂梁市,山西省呂梁市包括：孝義市、汾陽市,否
6002021000,陜西省,,否
6002021001,陜西省西安市,,否
6002021002,陜西省銅川市,,否
6002021003,陜西省寶雞市,,否
6002021004,陜西省咸陽市,陜西省咸陽市包括：興平市,否
6002021005,陜西省渭南市,陜西省渭南市包括：華陰市,否
6002021006,陜西省延安市,,否
6002021007,陜西省漢中市,,否
6002021008,陜西省榆林市,,否
6002021009,陜西省安康市,,否
6002021010,陜西省商洛市,,否
6002022000,甘肅省,,否
6002022001,甘肅省蘭州市,,否
6002022002,甘肅省嘉峪關市,,否
6002022003,甘肅省白銀市,,否
6002022004,甘肅省天水市,,否
6002022005,甘肅省武威市,,否
6002022006,甘肅省張掖市,,否
6002022007,甘肅省平涼市,,否
6002022008,甘肅省酒泉市,甘肅省酒泉市包括：玉門市、敦煌市,否
6002022009,甘肅省慶陽市,,否
6002022010,甘肅省定西市,,否
6002022011,甘肅省隴南市,,否
6002022012,甘肅省金昌市,,否
6002022013,甘肅省臨夏回族自治州,甘肅省臨夏回族自治州包括：臨夏市,否
6002022014,甘肅省甘南藏族自治州,甘肅省甘南藏族自治州包括：合作市,否
6002023000,青海省,,否
6002023001,青海省西寧市,,否
6002023002,青海省海東地區,,否
6002023003,青海省海北藏族自治州,,否
6002023004,青海省黃南藏族自治州,,否
6002023005,青海省海南藏族自治州,,否
6002023006,青海省果洛藏族自治州,,否
6002023007,青海省玉樹藏族自治州,,否
6002023008,青海省海西蒙古族藏族自治州,青海省海西蒙古族藏族自治州包括：格爾木市、德令哈市,否
6002024000,四川省,,否
6002024001,四川省成都市,四川省成都市包括：都江堰市、彭州市、邛崍市、崇州市,否
6002024002,四川省自貢市,,否
6002024003,四川省攀枝花市,,否
6002024004,四川省瀘州市,,否
6002024005,四川省德陽市,四川省德陽市包括：廣漢市、什邡市、綿竹市,否
6002024006,四川省綿陽市,四川省綿陽市包括：江油市,否
6002024007,四川省廣元市,,否
6002024008,四川省遂寧市,,否
6002024009,四川省內江市,,否
6002024010,四川省樂山市,四川省樂山市包括：峨眉山市,否
6002024011,四川省南充市,四川省南充市包括：閬中市,否
6002024012,四川省眉山市,,否
6002024013,四川省宜賓市,,否
6002024014,四川省廣安市,四川省廣安市包括：華鎣市,否
6002024015,四川省達州市,四川省達州市包括：萬源市,否
6002024016,四川省雅安市,,否
6002024017,四川省巴中市,,否
6002024018,四川省資陽市,四川省資陽市包括：簡陽市,否
6002024019,四川省阿壩藏族羌族自治州,,否
6002024020,四川省甘孜藏族自治州,,否
6002024021,四川省涼山彝族自治州,四川省涼山彝族自治州包括：西昌市,否
6002025000,貴州省,,否
6002025001,貴州省貴陽市,,否
6002025002,貴州省六盤水市,,否
6002025003,貴州省遵義市,貴州省遵義市包括：赤水市、仁懷市,否
6002025004,貴州省安順市,貴州省安順市包括：銅仁市、興義市、畢節市,否
6002025005,貴州省銅仁地區,,否
6002025006,貴州省黔西南布依族苗族自治州,,否
6002025007,貴州省畢節地區,,否
6002025008,貴州省黔東南苗族侗族自治州,貴州省黔東南苗族侗族自治州包括：凱里市,否
6002025009,貴州省黔南布依族苗族自治州,貴州省黔南布依族苗族自治州包括：都?市、福泉市,否
6002026000,雲南省,,否
6002026001,雲南省昆明市,雲南省昆明市包括：安寧市,否
6002026002,雲南省曲靖市,雲南省曲靖市包括：宣威市,否
6002026003,雲南省玉溪市,,否
6002026004,雲南省保山市,,否
6002026005,雲南省昭通市,,否
6002026006,雲南省麗江市,,否
6002026007,雲南省思茅市,,否
6002026008,雲南省臨滄市,,否
6002026009,雲南省楚雄彝族自治州,雲南省楚雄彝族自治州包括：楚雄市,否
6002026010,雲南省紅河哈尼族彝族自治洲,雲南省紅河哈尼族彝族自治州包括：個舊市、開遠市,否
6002026011,雲南省文山壯族苗族自治州,,否
6002026012,雲南省西雙版納傣族自治州,雲南省西雙版納傣族自治州包括：景洪市,否
6002026013,雲南省大理白族自治州,雲南省大理白族自治州包括：大理市,否
6002026014,雲南省德宏傣族景頗族自治州,雲南省德宏傣族景頗族自治州包括：瑞麗市、潞西市,否
6002026015,雲南省怒江僳族自治州,,否
6002026016,雲南省迪慶藏族自治州,,否
6002027000,內蒙古自治區,,否
6002027001,內蒙古呼和浩特市,,否
6002027002,內蒙古包頭市,,否
6002027003,內蒙古烏海市,,否
6002027004,內蒙古赤峰市,,否
6002027005,內蒙古通遼市,內蒙古通遼市包括：霍林郭勒市,否
6002027006,內蒙古鄂爾多斯市,,否
6002027007,內蒙古呼倫貝爾市,內蒙古呼倫貝爾市包括：滿州里市、牙克石市、扎蘭屯市、額爾古納市、根河市、,否
6002027008,內蒙古巴彥淖爾市,,否
6002027009,內蒙古烏蘭察布市,內蒙古烏蘭察布市包括：豐鎮市、烏蘭浩特市、阿爾山市、二連浩特市、錫林浩特市,否
6002027010,內蒙古興安盟,,否
6002027011,內蒙古錫林郭勒盟,,否
6002027012,內蒙古阿拉善盟,,否
6002028000,西藏自治區,,否
6002028001,西藏拉薩市,西藏拉薩市包括：昌都地?,否
6002028002,西藏昌都地區,,否
6002028003,西藏山南地區,,否
6002028004,西藏日喀則地區,西藏日喀則地區包括：日喀則市,否
6002028005,西藏那曲地區,,否
6002028006,西藏阿里地區,,否
6002028007,西藏林芝地區,,否
6002029000,寧夏回族自治區,,否
6002029001,寧夏銀川市,,否
6002029002,寧夏石嘴山市,,否
6002029003,寧夏吳忠市,,否
6002029004,寧夏固原市,,否
6002029005,寧夏中衛市,,否
6002030000,新疆維吾爾自治區,,否
6002030001,新疆烏魯木齊市,,否
6002030002,新疆克拉瑪依市,,否
6002030003,新疆吐魯番地區,新疆吐魯番地區包括：吐魯番市,否
6002030004,新疆哈密地區,新疆哈密地區包括：哈密市,否
6002030005,新疆昌吉回族自治州,新疆昌吉回族自治州包括：昌吉市、阜康市、米泉市,否
6002030006,新疆博爾塔拉蒙古自治州,新疆博爾塔拉蒙古自治州包括：博爾市,否
6002030007,新疆巴音郭楞蒙古自治州,新疆巴音郭楞蒙古自治州包括：庫爾勒市,否
6002030008,新疆阿克蘇地區,新疆阿克蘇地區包括：阿克蘇市,否
6002030009,新疆克孜勒蘇柯爾克孜自治州,新疆克孜勒蘇柯爾克孜自治州包括：阿圖什市,否
6002030010,新疆喀什地區,新疆喀什地區包括：喀什市,否
6002030011,新疆和田地區,新疆和田地區包括：和田市,否
6002030012,新疆伊犁哈薩克自治州,新疆伊犁哈薩克自治州包括：伊寧市、奎屯市,否
6002030013,新疆塔城地區,新疆塔城地區包括：塔城市、烏蘇市,否
6002030014,新疆阿勒泰地區,新疆阿勒泰地區包括：阿勒泰市,否
6002031000,廣西壯族自治區,,否
6002031001,廣西南寧市,,否
6002031002,廣西柳州市,,否
6002031003,廣西桂林市,,否
6002031004,廣西梧州市,廣西梧州市包括：岑溪市,否
6002031005,廣西北海市,廣西北海市包括：東興市,否
6002031006,廣西防城港市,,否
6002031007,廣西欽州市,,否
6002031008,廣西貴港市,廣西貴港市包括：桂平市,否
6002031009,廣西玉林市,廣西玉林市包括：廣西玉林市,否
6002031010,廣西百色市,,否
6002031011,廣西賀州市,,否
6002031012,廣西河池市,廣西河池市包括：宜州市、來賓市、合山市,否
6002031013,廣西來賓市,,否
6002031014,廣西崇左市,廣西崇左市包括：憑祥市,否
6002032000,香港特別行政區,,否
6002032001,香港特別行政區,,否
6002033000,澳門特別行政區,,否
6002033001,澳門特別行政區,,否
6003001000,東北亞,,否
6003001001,日本,,否
6003001002,北韓,,否
6003001003,南韓,,否
6003002000,東南亞,,否
6003002001,越南,,否
6003002002,寮國,,否
6003002003,柬埔寨,,否
6003002004,緬甸,,否
6003002005,泰國,,否
6003002006,馬來西亞,,否
6003002007,新加坡,,否
6003002008,菲律賓,,否
6003002009,汶萊,,否
6003002010,印尼,,否
6003003000,亞洲其他,,否
6003003001,阿富汗,,否
6003003002,巴林,,否
6003003003,伊朗,,否
6003003004,伊拉克,,否
6003003005,以色列,,否
6003003006,約旦,,否
6003003007,科威特,,否
6003003008,黎巴嫩,,否
6003003009,阿曼,,否
6003003010,卡達,,否
6003003011,沙烏地阿拉伯,,否
6003003012,敘利亞,,否
6003003013,土耳其,,否
6003003014,阿拉伯大公國,,否
6003003015,葉門,,否
6003003016,孟加拉,,否
6003003017,不丹,,否
6003003018,印度,,否
6003003019,馬爾地夫,,否
6003003020,尼泊爾,,否
6003003021,巴基斯坦,,否
6003003022,斯里蘭卡,,否
6003003023,蒙古,,否
6003003024,俄羅斯,,否
6003003025,亞美尼亞,,否
6003003026,亞塞拜然,,否
6003003027,白俄羅斯,,是
6003003028,賽普勒斯,隱藏,是
6003003029,喬治亞,,否
6003003030,摩爾多瓦,,是
6003003031,烏克蘭,,是
6003003032,東帝汶,,否
6003003033,哈薩克,,否
6003003034,吉爾吉斯,,否
6003003035,塔吉克,,否
6003003036,土庫曼,,否
6003003037,烏茲別克,,否
6004001000,紐澳,,否
6004001001,澳州,,否
6004001002,紐西蘭,,否
6004001003,巴布亞紐幾內亞,,否
6004002000,大洋洲其他,,否
6004002001,庫克群島,,否
6004002002,斐濟,,否
6004002003,吉里巴斯,,否
6004002004,馬爾地夫,,是
6004002005,馬紹爾群島,,否
6004002006,密克羅尼西亞,,否
6004002007,諾魯,,否
6004002008,紐埃,,否
6004002009,帛琉,,否
6004002010,薩摩亞,,否
6004002011,索羅門群島,,否
6004002012,東加,,否
6004002013,吐瓦魯,,否
6004002014,萬那杜,,否
6005001000,加拿大,,否
6005001001,加拿大,,否
6005002000,美東地區,,否
6005002001,美國康乃狄克州,,否
6005002002,美國麻塞諸塞州,美國麻塞諸塞洲包括：波士頓,否
6005002003,美國緬因州,,否
6005002004,美國新罕布什爾州,,否
6005002005,美國羅得島州,,否
6005002006,美國佛蒙特州,,否
6005002007,美國哥倫比亞特區州,,否
6005002008,美國德拉瓦州,,否
6005002009,美國馬里蘭州,美國馬里蘭洲包括：巴爾的摩,否
6005002010,美國新澤西州,,否
6005002011,美國紐約州,美國紐約洲包括：紐約、雪城、水牛城,否
6005002012,美國賓夕凡尼亞州,美國賓夕凡尼亞洲包括：費拉德爾菲亞〈費城〉、匹茲堡,否
6005002013,美國阿拉巴馬州,,否
6005002014,美國阿肯色州,美國阿肯色洲包括：小岩石城,否
6005002015,美國佛羅里達州,美國佛羅里達洲包括：傑克遜維爾、邁阿密、奧蘭多、坦帕、羅得岱堡,否
6005002016,美國喬治亞州,美國喬治亞洲包括：亞特蘭大,否
6005002017,美國肯塔基州,,否
6005002018,美國路易斯安那州,美國路易斯安那洲包括：紐奧良(新奧爾良),否
6005002019,美國密西西比州,,否
6005002020,美國北卡羅萊納州,美國北卡羅萊納洲包括：洛利、夏洛特,否
6005002021,美國南卡羅萊納州,,否
6005002022,美國田納西州,美國田納西洲包括：孟菲斯、納許維爾,否
6005002023,美國維吉尼亞州,美國維吉尼亞洲包括：維吉尼亞灘,否
6005002024,美國西維吉尼亞州,,否
6005003000,美西地區,,否
6005003001,美國加利佛尼亞州,美國加利佛尼亞洲包括：洛杉磯、聖地牙哥、聖荷西、舊金山、長灘、沙加緬度、佛列斯諾、奧克蘭,否
6005003002,美國科羅拉多州,美國科羅拉多洲包括：丹佛、科羅拉多斯普林斯,否
6005003003,美國愛達荷州,,否
6005003004,美國蒙大拿州,,否
6005003005,美國內華達州,美國內華達洲包括：拉斯維加斯,否
6005003006,美國俄勒岡州,美國俄勒岡洲包括：波特蘭,否
6005003007,美國猶他州,美國猶他洲包括：鹽湖城,否
6005003008,美國華盛頓州,,否
6005003009,美國懷俄明州,,否
6005003010,美國阿拉斯加州,美國阿拉斯加洲包括：安克拉治,否
6005003011,美國夏威夷州,,否
6005004000,美中地區,,否
6005004001,美國愛荷華州,,否
6005004002,美國伊利諾州,美國伊利諾洲包括：芝加哥,否
6005004003,美國印地安那州,美國印地安那洲包括：印地安那波利斯,否
6005004004,美國堪薩斯州,美國堪薩斯洲包括：威奇塔,否
6005004005,美國密西根州,,否
6005004006,美國明尼蘇達州,美國明尼蘇達洲包括：明尼阿波利斯、明尼亞玻理斯,否
6005004007,美國密蘇里州,美國密蘇里洲包括：堪薩斯市、聖路易、底特律、堪薩斯城,否
6005004008,美國北達科達州,,否
6005004009,美國內布拉斯加州,美國內布拉斯加洲包括：歐馬哈,否
6005004010,美國俄亥俄州,美國俄亥俄洲包括：哥倫布、克里夫蘭、辛辛那提,否
6005004011,美國南達科達州,,否
6005004012,美國威斯康辛州,美國威斯康辛州包括：密爾沃基、米爾瓦基,否
6005004013,美國亞利桑那州,美國亞利桑那洲包括：鳳凰城、吐桑、梅薩,否
6005004014,美國新墨西哥州,美國新墨西哥洲包括：阿波寇爾克(阿爾布凱克)、愛伯克奇,否
6005004015,美國奧克拉荷馬州,美國奧克拉荷馬洲包括：奧克拉荷馬城、土薩,否
6005004016,美國德克薩斯州,美國德克薩斯洲包括：休士頓、聖安東尼奧、達拉斯、沃斯堡、埃爾帕索、阿靈頓,否
6006001000,中美洲,中美洲,否
6006001001,貝里斯,,否
6006001002,哥斯大黎加,,否
6006001003,薩爾瓦多,,否
6006001004,瓜地馬拉,,否
6006001005,宏都拉斯,,否
6006001006,尼加拉瓜,,否
6006001007,巴拿馬,,否
6006001008,烏拉圭,,是
6006001009,厄瓜多,,是
6006001010,哥倫比亞,,是
6006002000,南美洲,,否
6006002001,巴拉圭,,否
6006002002,巴西,,否
6006002003,智利,,否
6006002004,玻利維亞,,否
6006002005,秘魯,,否
6006002006,蘇利南,,否
6006002007,阿根廷,,否
6007001000,北歐,,否
6007001001,挪威,,否
6007001002,瑞典,,否
6007001003,芬蘭,,否
6007001004,丹麥,,否
6007001005,冰島,,否
6007001006,阿爾巴尼亞,,否
6007001007,安道爾,,否
6007002000,南歐,,否
6007002001,波士尼亞赫塞哥維納,,否
6007002002,保加利亞,,否
6007002003,克羅埃西亞,,否
6007002004,賽普勒斯,,否
6007002005,希臘,,否
6007002006,義大利,,否
6007002007,馬其頓,,否
6007002008,馬爾他,,否
6007002009,葡萄牙,,否
6007002010,羅馬尼亞,,否
6007002011,聖馬利諾,,否
6007002012,塞爾維亞和黑山,,否
6007002013,斯洛維尼亞,,否
6007002014,西班牙,,否
6007003000,東歐,,否
6007003001,白俄羅斯,,否
6007003002,愛沙尼亞,,否
6007003003,拉脫維亞,,否
6007003004,立陶宛,,否
6007003005,摩爾多瓦,,否
6007003006,俄羅斯,,是
6007003007,烏克蘭,,否
6007004000,西歐,,否
6007004001,比利時,,否
6007004002,法國,,否
6007004003,愛爾蘭,,否
6007004004,盧森堡,,否
6007004005,摩納哥,,否
6007004006,荷蘭,,否
6007004007,英國,,否
6007005000,中歐,,否
6007005001,奧地利,,否
6007005002,捷克,,否
6007005003,德國,,否
6007005004,匈牙利,,否
6007005005,列支敦斯登,,否
6007005006,波蘭,,否
6007005007,斯洛伐克,,否
6007005008,瑞士,,否
6008001000,北非,,否
6008001001,阿爾及利亞,,否
6008001002,埃及,,否
6008001003,利比亞,,否
6008001004,蘇丹,,否
6008001005,突尼西亞,,否
6008001006,西撒哈拉,,否
6008001007,摩洛哥,,否
6008002000,中非,,否
6008002001,中非,,否
6008002002,喀麥隆,,否
6008002003,赤道幾內亞,,否
6008002004,加彭,,否
6008002005,剛果,,否
6008002006,剛果(金),,否
6008002007,聖多美和普林西比,,否
6008003000,南非,,否
6008003001,安哥拉,,否
6008003002,波札那,,否
6008003003,賴索托,,否
6008003004,馬達加斯加,,否
6008003005,馬拉威,,否
6008003006,模里西斯,,否
6008003007,莫三比克,,否
6008003008,納米比亞,,否
6008003009,史瓦濟蘭,,否
6008003010,南非,,否
6008003011,坦尚尼亞,,是
6008003012,尚比亞,,否
6008003013,辛巴威,,否
6008003014,留尼旺,,否
6008003015,聖赫倫那,,否
6008004000,東非,,否
6008004001,衣索比亞,,否
6008004002,蒲隆地,,否
6008004003,厄利垂亞,,否
6008004004,吉布地,,否
6008004005,葛摩,,否
6008004006,肯亞,,否
6008004007,盧安達,,否
6008004008,塞席爾,,否
6008004009,索馬利亞,,否
6008004010,坦尚尼亞,,否
6008004011,玻利維亞,,是
6008005000,西非,,否
6008005001,貝南,,否
6008005002,布吉納法索,,否
6008005003,查德,,否
6008005004,赤道幾內亞,,是
6008005005,多哥,,否
6008005006,維德角,,否
6008005007,甘比亞,,否
6008005008,幾內亞,,否
6008005009,幾內亞比索,,否
6008005010,迦納,,否
6008005011,加彭,,是
6008005012,喀麥隆,,是
6008005013,象牙海岸,,否
6008005014,賴比瑞亞,,否
6008005015,馬利,,否
6008005016,尼日,,否
6008005017,奈及利亞,,否
6008005018,獅子山,,否
6008005019,塞內加爾,,否
6008005020,聖多美和普林西比,,是
6002000000,大陸地區,,否
6003000000,其他亞洲,,否
6004000000,大洋洲,,否
6005000000,美加地區,,否
6006000000,中南美洲,,否
6001014007,台南市永康區,,否
6007000000,歐洲,,否
6001014008,台南市歸仁區,,否
6006002008,烏拉圭,,否
6008000000,非洲,,否
6001008009,台中市太平區,,否
6001014009,台南市新化區,,否
6006002009,厄瓜多,,否
6001008010,台中市大里區,,否
6001014010,台南市左鎮區,,否
6006002010,哥倫比亞,,否
6001008011,台中市霧峰區,,否
6001014011,台南市玉井區,,否
6006001011,墨西哥,,否
6006002011,多明尼加,多國位於大安地列斯群島中第二大島聖多明各島（SANTO DOMINGO 舊稱伊斯巴紐拉島）之東部，北臨大西洋，南濱加勒比海，西與海地共和國媲鄰，東隔摩納海峽(CANAL DE LA MONA) 與波多黎各島隔海相對，介乎西經68度-72度及北緯18度-20度之間，東西長430公里，南北寬268公里，海岸線總長1，576公里，總面積48,484平方公里，佔伊斯巴紐拉島面積74%。,否
6001008012,台中市烏日區,,否
6001014012,台南市楠西區,,否
6001016012,高雄市仁武區,,否
6005003012,美國關島,關島為美國領土，政治制度與美國各州相同，其面積 549 平方公里，約為台北市面積的兩倍；離台灣東南約 2，800 公里，飛行3個半小時即可到達。,否
6006001012,聖文森,聖國位於東加勒比海小安地列斯群島之向風群島中部，係由聖文森(St. Vincent)及格瑞納丁群島(The Grenadines)32個小島或礁岩所組成。,否
6006002012,委內瑞拉,,否
6008004012,烏干達,,否
6001008013,台中市豐原區,,否
6001014013,台南市南化區,,否
6001016013,高雄市大社區,,否
6006001013,古巴,,否
6006002013,法屬圭亞那,,否
6008004013,南蘇丹,,否
6001008014,台中市后里區,,否
6001014014,台南市仁德區,,否
6001016014,高雄市岡山區,,否
6006001014,聖露西亞,,否
6006002014,蓋亞那,,否
6001008015,台中市石岡區,,否
6001014015,台南市關廟區,,否
6001016015,高雄市路竹區,,否
6004002015,新喀里多尼亞,,否
6006001015,安地卡及巴布達,,否
6007002015,蒙特內哥羅,,否
6001008016,台中市東勢區,,否
6001014016,台南市龍崎區,,否
6001016016,高雄市阿蓮區,,否
6004002016,法屬玻里尼西亞,,否
6006001016,阿魯巴,,否
6007002016,梵蒂岡,,否
6001008017,台中市和平區,,否
6001014017,台南市官田區,,否
6001016017,高雄市田寮區,,否
6006001017,巴貝多,,否
6001008018,台中市新社區,,否
6001014018,台南市麻豆區,,否
6001016018,高雄市燕巢區,,否
6006001018,百慕達,,否
6001008019,台中市潭子區,,否
6001014019,台南市佳里區,,否
6001016019,高雄市橋頭區,,否
6006001019,巴哈馬,,否
6001008020,台中市大雅區,,否
6001014020,台南市西港區,,否
6001016020,高雄市梓官區,,否
6006001020,多米尼克,,否
6001008021,台中市神岡區,,否
6001014021,台南市七股區,,否
6001016021,高雄市彌陀區,,否
6006001021,瓜德羅普,,否
6008005021,茅利塔尼亞,,否
6001008022,台中市大肚區,,否
6001014022,台南市將軍區,,否
6001016022,高雄市永安區,,否
6006001022,海地,,否
6001008023,台中市沙鹿區,,否
6001014023,台南市學甲區,,否
6001016023,高雄市湖內區,,否
6006001023,牙買加,,否
6001008024,台中市龍井區,,否
6001014024,台南市北門區,,否
6001016024,高雄市鳳山區,,否
6006001024,聖克里斯多福及尼維斯,,否
6001008025,台中市梧棲區,,否
6001014025,台南市新營區,,否
6001016025,高雄市大寮區,,否
6006001025,蓋曼群島,,否
6001008026,台中市清水區,,否
6001014026,台南市後壁區,,否
6001016026,高雄市林園區,,否
6006001026,波多黎各,,否
6001008027,台中市大甲區,,否
6001014027,台南市白河區,,否
6001016027,高雄市鳥松區,,否
6006001027,千里達及托巴哥,,否
6001008028,台中市外埔區,,否
6001014028,台南市東山區,,否
6001016028,高雄市大樹區,,否
6006001028,英屬維京群島,,否
6001008029,台中市大安區,,否
6001014029,台南市六甲區,,否
6001016029,高雄市旗山區,,否
6006001029,美屬維京群島,,否
6001014030,台南市下營區,,否
6001016030,高雄市美濃區,,否
6006001030,荷屬安地列斯,,否
6001014031,台南市柳營區,,否
6001016031,高雄市六龜區,,否
6001014032,台南市鹽水區,,否
6001016032,高雄市內門區,,否
6001014033,台南市善化區,,否
6001016033,高雄市杉林區,,否
6001014034,台南市大內區,,否
6001016034,高雄市甲仙區,,否
6001014035,台南市山上區,,否
6001016035,高雄市桃源區,,否
6001014036,台南市新市區,,否
6001016036,高雄市那瑪夏區,,否
6001014037,台南市安定區,,否
6001016037,高雄市茂林區,,否
6001016038,高雄市茄萣區,,否
6003003038,巴勒斯坦,,否
